RegionID,SizeRank,RegionName,RegionType,StateName,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21
394812,790,"Macomb, IL",Msa,IL,85389,85735,86082,86366,86620,86914,87295,87575,87875,88160,88228,88195,88131,88291,88492,88746,88623,88477,88236,88067,87894,87735,88145,88545,89040,89369,89844,90261,90496,90595,90671,90738,
395187,791,"Vernal, UT",Msa,UT,223580,223997,224565,225303,225728,225468,225467,225283,225412,225075,224771,224353,224067,224122,224324,224828,225424,225985,226056,226679,227110,227911,229162,230842,232284,234317,236076,238267,239761,241661,243599,244925,246098
394749,792,"Kingsville, TX",Msa,TX,134755,135077,135505,135711,135944,136013,136250,136720,136247,137304,138165,140107,140487,140405,140711,140889,141648,141994,142499,142471,142514,142856,144016,145154,145882,146914,147851,148934,148249,147718,147207,147915,151622
394815,793,"Madison, IN",Msa,IN,129034,129975,130823,131810,132483,132889,133184,133637,134087,134517,134713,135182,135493,135820,135896,136047,136446,136702,137019,137386,138047,138748,140167,141903,143634,145100,146483,147883,149281,150400,151538,152296,
394886,794,"Mount Pleasant, TX",Msa,TX,151215,151913,152481,153231,153766,154421,155155,155810,156605,157205,158025,158638,159105,159146,158998,158807,158807,159047,159613,160029,160846,161256,162263,162776,163728,164778,165360,166170,167167,169008,171047,172134,
394962,795,"Paris, TN",Msa,TN,114840,115231,115600,116002,116412,116689,116931,117097,117323,117577,117960,118389,118797,119227,119758,120360,120832,121169,121362,121433,122782,124545,126916,128292,129390,130366,131146,131985,133149,134434,135850,136327,
394491,796,"Columbus, NE",Msa,NE,173661,174701,175617,176438,177190,178154,179227,180567,181669,182527,182143,181715,181285,181910,182449,182796,182817,183015,183531,184145,184799,185385,186777,188221,189641,191072,192242,193410,193981,194925,195948,197244,
394419,797,"Brookings, SD",Msa,SD,184569,185075,185309,185541,185768,186124,186713,187197,187711,188198,189112,189941,190917,191796,192680,193543,193472,193395,193166,193438,193974,194544,195490,196248,197937,200184,202378,203697,204061,204486,205042,205687,
394740,798,"Kennett, MO",Msa,MO,87734,88150,88418,89095,89496,90015,90176,90411,90796,91135,91045,90742,90409,90458,90609,90861,90987,90920,90924,91017,91487,92166,93170,93901,94317,94658,95065,95490,95860,96125,96415,96731,
394376,800,"Beeville, TX",Msa,TX,140388,140688,141328,142314,143173,143743,144520,145558,146386,147034,147740,148380,149129,149210,149157,149156,149698,150298,150567,150623,150647,151064,151195,151418,151430,152444,153624,154534,155038,155665,156283,156860,
394855,801,"Miami, OK",Msa,OK,81266,81374,81683,81906,82145,82303,82517,82741,82853,83064,83753,84437,85013,84938,85045,85116,85164,85090,84906,84992,85006,85404,86094,86849,87435,87850,88324,88798,89596,90483,91473,92033,93842
753878,802,"Dayton, TN",Msa,TN,153519,154236,154934,155583,156162,156783,157306,157768,158052,158391,158910,159539,160145,160820,161513,162374,163053,163697,163876,163775,163725,164130,166149,168467,170743,171999,172952,173893,175308,176758,178325,179259,183758
395207,803,"Washington, IN",Msa,IN,134320,135111,135832,136548,137408,138109,138913,139576,140281,140849,141306,141776,142158,142356,142525,142656,143101,143363,143757,143990,144592,145300,146832,148190,149615,150824,152121,153215,154047,155106,156226,157384,
394435,807,"Camden, AR",Msa,AR,84409,84618,84896,85252,85947,86384,86653,87008,87364,87765,87695,87624,87426,87671,88254,88853,89058,88952,88838,88852,89070,89324,90333,91137,91776,92170,92668,93315,93877,94302,94754,94913,96842
394713,808,"Jackson, WY",Msa,WY,605700,609040,613289,617600,621962,629205,637378,645388,650980,650770,650959,650909,654844,658092,659488,658188,656663,655417,657250,658681,660152,665359,674827,684841,690086,697861,708271,721085,731312,739660,749761,756884,779474
394670,809,"Hastings, NE",Msa,NE,152483,153493,154372,155171,155893,156531,157199,157882,158589,159343,159263,159058,158287,158409,158533,159126,159457,159794,160179,160397,160718,161093,162398,163550,164680,165687,166795,167828,168532,169264,170162,170651,
394730,810,"Juneau, AK",Msa,AK,394142,395774,397438,398691,399888,400958,402130,402920,403695,405026,406113,407239,408086,408684,409026,409378,409587,409887,410183,410988,411976,412792,415416,418024,420999,421336,421491,421583,422130,422738,423474,424834,
394310,811,"Albert Lea, MN",Msa,MN,117559,118160,118892,119660,120333,120902,121480,121992,122592,123083,123321,122599,121684,120511,120068,119845,120248,120732,121378,121778,122187,122575,123467,124513,125382,126049,126679,128849,130772,132736,133442,134335,138299
394786,812,"Lewisburg, TN",Msa,TN,175954,176897,177883,178896,179815,180661,181421,182154,182793,183516,184391,185469,186445,187578,188546,189561,190296,191957,193114,195479,200086,205969,211137,213817,215913,218391,220584,223537,226781,230473,234080,237823,242490
394708,813,"Iron Mountain, MI",Msa,MI,119866,119893,120169,120529,120955,121124,121623,122104,122956,123813,124336,124475,124083,123822,123614,123772,123990,124118,124199,124494,124387,124349,125092,126408,127517,127974,128851,130082,131517,132651,133655,134312,
394795,814,"Lincoln, IL",Msa,IL,100721,101153,101494,101662,101651,101669,101833,102113,102427,102817,102767,102758,102776,103242,103640,103999,103956,103933,103700,103631,103694,104173,104929,105569,105940,106351,106679,107073,107362,107866,108228,108769,
